Geolocation_Key,Time_Key,Goal_Key,Target_Key,value
16,707,201,400,
16,708,201,400,
16,709,201,400,
16,710,201,400,
16,711,201,400,
16,712,201,400,
16,713,201,400,
16,714,201,400,
16,715,201,400,
16,716,201,400,38.1
16,717,201,400,
16,718,201,400,
16,719,201,400,28.2
16,720,201,400,
16,721,201,400,
16,722,201,400,
16,723,201,400,
2,701,201,400,
2,702,201,400,
2,703,201,400,
2,704,201,400,
2,705,201,400,
2,706,201,400,
2,707,201,400,
2,708,201,400,
2,709,201,400,
2,710,201,400,
2,711,201,400,
2,712,201,400,
2,713,201,400,
2,714,201,400,
2,715,201,400,
2,716,201,400,22.7
2,717,201,400,
2,718,201,400,
2,719,201,400,12
2,720,201,400,
2,721,201,400,
